,Code,Code6,CommonName,GenusSpecies
1594,PALM,DULDOM,Palmchat,Dulus dominicus
1595,BOWA,BOMGAR,Bohemian Waxwing,Bombycilla garrulus
1596,CEDW,BOMCED,Cedar Waxwing,Bombycilla cedrorum
1597,BAYS,PHAMEL,Black-and-yellow Silky-flycatcher,Phainoptila melanoxantha
1598,GRSF,PTICIN,Gray Silky-flycatcher,Ptiliogonys cinereus
1599,LTSF,PTICAU,Long-tailed Silky-flycatcher,Ptiliogonys caudatus
1600,PHAI,PHANIT,Phainopepla,Phainopepla nitens
1601,KAOO,MOHBRA,Kauai Oo,Moho braccatus
1602,OAOO,MOHAPI,Oahu Oo,Moho apicalis
1603,BIOO,MOHBIS,Bishop's Oo,Moho bishopi
1604,HAOO,MOHNOB,Hawaii Oo,Moho nobilis
1605,KIOE,CHAANG,Kioea,Chaetoptila angustipluma
1606,RBNU,SITCAN,Red-breasted Nuthatch,Sitta canadensis
1607,WBNU,SITCAR,White-breasted Nuthatch,Sitta carolinensis
1608,PYNU,SITPYG,Pygmy Nuthatch,Sitta pygmaea
1609,BHNU,SITPUS,Brown-headed Nuthatch,Sitta pusilla
1610,BANU,SITINS,Bahama Nuthatch,Sitta insularis
1611,BRCR,CERAME,Brown Creeper,Certhia americana
1612,LBGN,RAMMEL,Long-billed Gnatwren,Ramphocaenus melanurus
1613,TFGN,MICCIN,Tawny-faced Gnatwren,Microbates cinereiventris
1614,STGN,POLSCH,Slate-throated Gnatcatcher,Polioptila schistaceigula
1615,CUGN,POLLEM,Cuban Gnatcatcher,Polioptila lembeyei
1616,YUGN,POLALV,Yucatan Gnatcatcher,Polioptila albiventris
1617,WBGN,POLBIL,White-browed Gnatcatcher,Polioptila bilineata
1618,BGGN,POLCAE,Blue-gray Gnatcatcher,Polioptila caerulea
1619,BTGN,POLMEL,Black-tailed Gnatcatcher,Polioptila melanura
1620,CAGN,POLCAL,California Gnatcatcher,Polioptila californica
1621,BCGN,POLNIG,Black-capped Gnatcatcher,Polioptila nigriceps
1622,WLGN,POLALL,White-lored Gnatcatcher,Polioptila albiloris
1623,ROWR,SALOBS,Rock Wren,Salpinctes obsoletus
1624,NIWR,MICPHI,Nightingale Wren,Microcerculus philomela
1625,SCBW,MICMAR,Scaly-breasted Wren,Microcerculus marginatus
1626,CANW,CAPMEX,Canyon Wren,Catherpes mexicanus
1627,SUWR,HYLSUM,Sumichrast's Wren,Hylorchilus sumichrasti
1628,NAWR,HYLNAV,Nava's Wren,Hylorchilus navai
1629,SHEW,PHESPA,Sooty-headed Wren,Pheugopedius spadix
1630,BTWR,PHEATR,Black-throated Wren,Pheugopedius atrogularis
1631,RBSW,PHERUT,Rufous-breasted Wren,Pheugopedius rutilus
1632,SOBW,PHEMAC,Spot-breasted Wren,Pheugopedius maculipectus
1633,HAWR,PHEFEL,Happy Wren,Pheugopedius felix
1634,BBEW,PHEFAS,Black-bellied Wren,Pheugopedius fasciatoventris
1635,STWR,CANLEP,Stripe-throated Wren,Cantorchilus leucopogon
1636,SIBW,CANTHO,Stripe-breasted Wren,Cantorchilus thoracicus
1637,CABW,CANMOD,Cabanis's Wren,Cantorchilus modestus
1638,CAKW,CANZEL,Canebrake Wren,Cantorchilus zeledoni
1639,ISWR,CANELU,Isthmian Wren,Cantorchilus elutus
1640,BAYW,CANNIG,Bay Wren,Cantorchilus nigricapillus
1641,RIWR,CANSEM,Riverside Wren,Cantorchilus semibadius
1642,BBRW,CANLET,Buff-breasted Wren,Cantorchilus leucotis
1643,WBWW,HENLES,White-breasted Wood-Wren,Henicorhina leucosticta
1644,GBWW,HENLEP,Gray-breasted Wood-Wren,Henicorhina leucophrys
1645,SONW,CYPPHA,Song Wren,Cyphorhinus phaeocephalus
1646,WBWR,UROLEU,White-bellied Wren,Uropsila leucogastra
1647,RAWW,THRRUL,Rufous-and-white Wren,Thryophilus rufalbus
1648,SIWR,THRSIN,Sinaloa Wren,Thryophilus sinaloa
1649,BANW,THRPLE,Banded Wren,Thryophilus pleurostictus
1650,WHWR,CAMALB,White-headed Wren,Campylorhynchus albobrunneus
1651,BABW,CAMZON,Band-backed Wren,Campylorhynchus zonatus
1652,GBWR,CAMMEG,Gray-barred Wren,Campylorhynchus megalopterus
1653,GIWR,CAMCHI,Giant Wren,Campylorhynchus chiapensis
1654,BIWR,CAMGRI,Bicolored Wren,Campylorhynchus griseus
1655,RNAW,CAMHUM,Russet-naped Wren,Campylorhynchus humilis
1656,VEWR,CAMRUF,Veracruz Wren,Campylorhynchus rufinucha
1657,RBAW,CAMCAP,Rufous-backed Wren,Campylorhynchus capistratus
1658,SPWR,CAMGUL,Spotted Wren,Campylorhynchus gularis
1659,BOWR,CAMJOC,Boucard's Wren,Campylorhynchus jocosus
1660,YUWR,CAMYUC,Yucatan Wren,Campylorhynchus yucatanicus
1661,CACW,CAMBRU,Cactus Wren,Campylorhynchus brunneicapillus
1662,BEWR,THRBEW,Bewick's Wren,Thryomanes bewickii
1663,CARW,THRLUD,Carolina Wren,Thryothorus ludovicianus
1664,NHWR,TROAED,Northern House Wren,Troglodytes aedon
1665,SHOW,TROMUL,Southern House Wren,Troglodytes musculus
1666,COWR,TROBEA,Cozumel Wren,Troglodytes beani
1667,KAWR,TROMAR,Kalinago Wren,Troglodytes martinicensis
1668,SLWR,TROMES,St. Lucia Wren,Troglodytes mesoleucus
1669,SVWR,TROMUC,St. Vincent Wren,Troglodytes musicus
1670,GREW,TROGRE,Grenada Wren,Troglodytes grenadensis
1671,SOHW,TROAMU,Southern House-Wren,Troglodytes aedon musculus
1672,SOCW,TROSIS,Socorro Wren,Troglodytes sissonii
1673,CLWR,TROTAN,Clarion Wren,Troglodytes tanneri
1674,RBWW,TRORUC,Rufous-browed Wren,Troglodytes rufociliatus
1675,OCWR,TROOCH,Ochraceous Wren,Troglodytes ochraceus
1676,PAWR,TROPAC,Pacific Wren,Troglodytes pacificus
1677,PWWR,TROPAH,Pacific/Winter Wren,Troglodytes pacificus/hiemalis
1678,WIWR,TROHIE,Winter Wren,Troglodytes hiemalis
1679,ZAWR,FERCER,Zapata Wren,Ferminia cerverai
1680,SEWR,CISSTE,Sedge Wren,Cistothorus stellaris
1681,GWRE,CISPLA,Grass Wren,Cistothorus platensis
1682,MAWR,CISPAL,Marsh Wren,Cistothorus palustris
1683,TIWR,THRBRO,Timberline Wren,Thryorchilus browni
1684,UNWR,TRGGSP,Unidentified Wren,"Troglodytidae (gen, sp)"
1685,BLMO,MELCAE,Blue Mockingbird,Melanotis caerulescens
1686,BAWM,MELHYC,Blue-and-white Mockingbird,Melanotis hypoleucus
1687,BLCA,MELGLA,Black Catbird,Melanoptila glabrirostris
1688,GRCA,DUMCAR,Gray Catbird,Dumetella carolinensis
1689,MATH,RAMBRA,Martinique Thrasher,Ramphocinclus brachyurus
1690,SLTH,RAMSAC,St. Lucia Thrasher,Ramphocinclus sanctaeluciae
1691,SBTH,ALLFUC,Scaly-breasted Thrasher,Allenia fusca
1692,PETH,MARFUS,Pearly-eyed Thrasher,Margarops fuscatus
1693,BRTR,CINRUF,Brown Trembler,Cinclocerthia ruficauda
1694,GRTR,CINGUT,Gray Trembler,Cinclocerthia gutturalis
1695,CBTH,TOXCUR,Curve-billed Thrasher,Toxostoma curvirostre
1696,OCTH,TOXOCE,Ocellated Thrasher,Toxostoma ocellatum
1697,BRTH,TOXRUF,Brown Thrasher,Toxostoma rufum
1698,LBTH,TOXLON,Long-billed Thrasher,Toxostoma longirostre
1699,COZT,TOXGUT,Cozumel Thrasher,Toxostoma guttatum
1700,BETH,TOXBEN,Bendire's Thrasher,Toxostoma bendirei
1701,GRAT,TOXCIN,Gray Thrasher,Toxostoma cinereum
1702,CATH,TOXRED,California Thrasher,Toxostoma redivivum
1703,LCTH,TOXLEC,LeConte's Thrasher,Toxostoma lecontei
1704,CRTH,TOXCRI,Crissal Thrasher,Toxostoma crissale
1705,SATH,OREMON,Sage Thrasher,Oreoscoptes montanus
1706,BAMO,MIMGUN,Bahama Mockingbird,Mimus gundlachii
1707,SOMO,MIMGRA,Socorro Mockingbird,Mimus graysoni
1708,TRMO,MIMGIL,Tropical Mockingbird,Mimus gilvus
1709,NOMO,MIMPOL,Northern Mockingbird,Mimus polyglottos
1710,EUST,STUVUL,European Starling,Sturnus vulgaris
1711,COMY,ACRTRI,Common Myna,Acridotheres tristis
1712,AMDI,CINMEX,American Dipper,Cinclus mexicanus
1713,EABL,SIASIA,Eastern Bluebird,Sialia sialis
1714,WEBL,SIAMEX,Western Bluebird,Sialia mexicana
1715,MOBL,SIACUR,Mountain Bluebird,Sialia currucoides
1716,HYBL,SIAHYB,Hybrid Bluebird,Sialia hybrid
1717,TOSO,MYATOW,Townsend's Solitaire,Myadestes townsendi
1718,BBSO,MYAOCC,Brown-backed Solitaire,Myadestes occidentalis
1719,CUSO,MYAELI,Cuban Solitaire,Myadestes elisabeth
1720,RTSO,MYAGEN,Rufous-throated Solitaire,Myadestes genibarbis
1721,BFSO,MYAMEL,Black-faced Solitaire,Myadestes melanops
1722,VASO,MYACOL,Varied Solitaire,Myadestes coloratus
1723,SCSO,MYAUNI,Slate-colored Solitaire,Myadestes unicolor
1724,KAMA,MYAMYA,Kamao,Myadestes myadestinus
1725,AMAU,MYAWOA,Amaui,Myadestes woahensis
1726,OLOM,MYALAN,Olomao,Myadestes lanaiensis
1727,OMAO,MYAOBS,Omao,Myadestes obscurus
1728,PUAI,MYAPAL,Puaiohi,Myadestes palmeri
1729,WHTH,ZOOAUR,White's Thrush,Zoothera aurea
1730,BBNT,CATGRA,Black-billed Nightingale-Thrush,Catharus gracilirostris
1731,OBNT,CATAUN,Orange-billed Nightingale-Thrush,Catharus aurantiirostris
1732,SBNT,CATFUT,Slaty-backed Nightingale-Thrush,Catharus fuscater
1733,RUNT,CATOCC,Russet Nightingale-Thrush,Catharus occidentalis
1734,RCNT,CATFRA,Ruddy-capped Nightingale-Thrush,Catharus frantzii
1735,BHNT,CASMEX,Black-headed Nightingale-Thrush,Catharus mexicanus
1736,YTNT,CATDRY,Yellow-throated Nightingale-Thrush,Catharus dryas
1737,VEER,CATFUN,Veery,Catharus fuscescens
1738,GCTH,CATMIN,Gray-cheeked Thrush,Catharus minimus
1739,GCBT,CATMIB,Gray-cheeked/Bicknell's Thrush,Catharus minimus/bicknelli
1740,BITH,CATBIC,Bicknell's Thrush,Catharus bicknelli
1741,SWTH,CATUST,Swainson's Thrush,Catharus ustulatus
1742,HETH,CATGUT,Hermit Thrush,Catharus guttatus
1743,WOTH,HYLMUS,Wood Thrush,Hylocichla mustelina
1744,MITH,TURVIS,Mistle Thrush,Turdus viscivorus
1745,EUBB,TURMER,Eurasian Blackbird,Turdus merula
1746,EYTH,TUROBC,Eyebrowed Thrush,Turdus obscurus
1747,DUTH,TUREUN,Dusky Thrush,Turdus eunomus
1748,NATH,TURNAU,Naumann's Thrush,Turdus naumanni
1749,FIEL,TURPIL,Fieldfare,Turdus pilaris
1750,REDW,TURILI,Redwing,Turdus iliacus
1751,SOTH,TURPHI,Song Thrush,Turdus philomelos
1752,SOOT,TURNIG,Sooty Thrush,Turdus nigrescens
1753,BLTH,TURINF,Black Thrush,Turdus infuscatus
1754,MOTH,TURPLE,Mountain Thrush,Turdus plebejus
1755,COCT,TURFUM,Cocoa Thrush,Turdus fumigatus
1756,PVTH,TUROBL,Pale-vented Thrush,Turdus obsoletus
1757,CCTH,TURGRA,Clay-colored Thrush,Turdus grayi
1758,SPTH,TURNUD,Spectacled Thrush,Turdus nudigenis
1759,WETH,TURJAM,White-eyed Thrush,Turdus jamaicensis
1760,WTTH,TURASS,White-throated Thrush,Turdus assimilis
1761,RBRO,TURRUP,Rufous-backed Robin,Turdus rufopalliatus
1762,RCRO,TURRUT,Rufous-collared Robin,Turdus rufitorques
1763,AMRO,TURMIG,American Robin,Turdus migratorius
1764,LSTH,TURSWA,La Selle Thrush,Turdus swalesi
1765,WCTH,TURAUR,White-chinned Thrush,Turdus aurantius
1766,GCAT,TURRAV,Grand Cayman Thrush,Turdus ravidus
1767,RLTH,TURPLU,Red-legged Thrush,Turdus plumbeus
1768,FOTH,TURLHE,Forest Thrush,Turdus lherminieri
1769,VATH,IXONAE,Varied Thrush,Ixoreus naevius
1770,UNTH,TURGSP,Unidentified Thrush,"Turdidae (gen, sp)"
1771,AZTH,RIDPIN,Aztec Thrush,Ridgwayia pinicola
1772,GSFL,MUSGRI,Gray-streaked Flycatcher,Muscicapa griseisticta
1773,ABFL,MUSDAU,Asian Brown Flycatcher,Muscicapa dauurica
1774,SPFL,MUSSTR,Spotted Flycatcher,Muscicapa striata
1775,DSFL,MUSSIB,Dark-sided Flycatcher,Muscicapa sibirica
1776,WRSH,COPMAL,White-rumped Shama,Copsychus malabaricus
1777,EURO,ERIRUB,European Robin,Erithacus rubecula
1778,SBRO,LARCYA,Siberian Blue Robin,Larvivora cyane
1779,RTRO,LARSIB,Rufous-tailed Robin,Larvivora sibilans
1780,BLUE,CYASVE,Bluethroat,Cyanecula svecica
1781,SIRU,CALCAP,Siberian Rubythroat,Calliope calliope
1782,RFBL,TARCYA,Red-flanked Bluetail,Tarsiger cyanurus
1783,NAFL,FICNAR,Narcissus Flycatcher,Ficedula narcissina
1784,MUFL,FICMUG,Mugimaki Flycatcher,Ficedula mugimaki
1785,TAFL,FICALB,Taiga Flycatcher,Ficedula albicilla
1786,CRET,PHOPHO,Common Redstart,Phoenicurus phoenicurus
1787,RTRT,MONSAX,Rufous-tailed Rock-thrush,Monticola saxatilis
1788,ASST,SAXMAU,Asian Stonechat,Saxicola maurus
1789,NOWH,OENOEN,Northern Wheatear,Oenanthe oenanthe
1790,PIWH,OENPLE,Pied Wheatear,Oenanthe pleschanka
1791,OLWA,PEUTAE,Olive Warbler,Peucedramus taeniatus
1792,VIWE,PLOCUC,Village Weaver,Ploceus cucullatus
1793,NRBI,EUPFRA,Northern Red Bishop,Euplectes franciscanus
1794,YCBI,EUPAFE,Yellow-crowned Bishop,Euplectes afer
1795,PTWH,VIDMAC,Pin-tailed Whydah,Vidua macroura
1796,BRMA,SPECUC,Bronze Mannikin,Spermestes cucullata
1797,AFSI,EUOCAN,African Silverbill,Euodice cantans
1798,INSI,EUOMAB,Indian Silverbill,Euodice malabarica
1799,JASP,PADORY,Java Sparrow,Padda oryzivora
1800,SBMU,LONPUN,Scaly-breasted Munia,Lonchura punctulata
1801,TRMU,LONMAL,Tricolored Munia,Lonchura malacca
1802,CHMU,LONATR,Chestnut Munia,Lonchura atricapilla
1803,REAV,AMDAMA,Red Avadavat,Amandava amandava
1804,LAVW,GLACAE,Lavender Waxbill,Glaucestrilda caerulescens
1805,OCHW,ESTMEL,Orange-cheeked Waxbill,Estrilda melpoda
1806,COMW,ESTAST,Common Waxbill,Estrilda astrild
1807,BLRW,ESTTRO,Black-rumped Waxbill,Estrilda troglodytes
1808,SIAC,PRUMON,Siberian Accentor,Prunella montanella
1809,HOSP,PASDOM,House Sparrow,Passer domesticus
1810,ETSP,PASMON,Eurasian Tree Sparrow,Passer montanus
1811,EYWA,MOTTSC,Eastern Yellow Wagtail,Motacilla tschutschensis
1812,CIWA,MOTCIT,Citrine Wagtail,Motacilla citreola
1813,GRAW,MOTCIN,Gray Wagtail,Motacilla cinerea
1814,WHWA,MOTALB,White Wagtail,Motacilla alba
1815,TRPI,ANTTRI,Tree Pipit,Anthus trivialis
1816,OBPI,ANTHOD,Olive-backed Pipit,Anthus hodgsoni
1817,PEPI,ANTGUS,Pechora Pipit,Anthus gustavi
1818,RTPI,ANTCER,Red-throated Pipit,Anthus cervinus
1819,SIPI,ANTJAP,Siberian Pipit,Anthus japonicus
1820,AMPI,ANTRUB,American Pipit,Anthus rubescens
1821,MEPI,ANTPRA,Meadow Pipit,Anthus pratensis
1822,SPPI,ANTSPR,Sprague's Pipit,Anthus spragueii
1823,YEPI,ANTCHI,Yellowish Pipit,Anthus chii
1824,CCHA,FRICOE,Common Chaffinch,Fringilla coelebs
1825,BRAM,FRIMON,Brambling,Fringilla montifringilla
1826,ELEU,CHLELE,Elegant Euphonia,Chlorophonia elegantissima
1827,HIEU,CHLMUS,Hispaniolan Euphonia,Chlorophonia musica
1828,PREU,CHLSCL,Puerto Rican Euphonia,Chlorophonia sclateri
1829,LAEU,CHLFLF,Lesser Antillean Euphonia,Chlorophonia flavifrons
1830,YCCH,CHPFLA,Yellow-collared Chlorophonia,Chlorophonia flavirostris
1831,BCRC,CHLOCC,Blue-crowned Chlorophonia,Chlorophonia occipitalis
1832,GBCH,CHLCAL,Golden-browed Chlorophonia,Chlorophonia callophrys
1833,JAEU,EUPJAM,Jamaican Euphonia,Euphonia jamaica
1834,WMEU,EUPGOD,West Mexican Euphonia,Euphonia godmani
1835,SEUP,EUPAFF,Scrub Euphonia,Euphonia affinis
1836,YCEU,EUPLUT,Yellow-crowned Euphonia,Euphonia luteicapilla
1837,WVEU,EUPMIN,White-vented Euphonia,Euphonia minuta
1838,YTEU,EUPHIR,Yellow-throated Euphonia,Euphonia hirundinacea
1839,TBEU,EUPLAN,Thick-billed Euphonia,Euphonia laniirostris
1840,SPCE,EUPIMI,Spot-crowned Euphonia,Euphonia imitans
1841,OBAE,EUPGOU,Olive-backed Euphonia,Euphonia gouldi
1842,FVEU,EUPFUL,Fulvous-vented Euphonia,Euphonia fulvicrissa
1843,TCEU,EUPANN,Tawny-capped Euphonia,Euphonia anneae
1844,OBEE,EUPXAN,Orange-bellied Euphonia,Euphonia xanthogaster
1845,HOOG,COCABE,Hooded Grosbeak,Coccothraustes abeillei
1846,EVGR,COCVES,Evening Grosbeak,Coccothraustes vespertinus
1847,HAWF,COCCOT,Hawfinch,Coccothraustes coccothraustes
1848,CORO,CARERY,Common Rosefinch,Carpodacus erythrinus
1849,PARO,CARROS,Pallas's Rosefinch,Carpodacus roseus
1850,POUL,MELPHA,Poo-uli,Melamprosops phaeosoma
1851,AKIK,OREBAI,Akikiki,Oreomystis bairdi
1852,OAAL,PAMMAC,Oahu Alauahio,Paroreomyza maculata
1853,KAKA,PARFLA,Kakawahie,Paroreomyza flammea
1854,MAAL,PAMMON,Maui Alauahio,Paroreomyza montana
1855,PALI,LOXBAI,Palila,Loxioides bailleui
1856,LAFI,TELCAN,Laysan Finch,Telespiza cantans
1857,NIFI,TELULT,Nihoa Finch,Telespiza ultima
1858,KOGR,CHLKON,Kona Grosbeak,Chloridops kona
1859,LEKF,RHOFLA,Lesser Koa-Finch,Rhodacanthis flaviceps
1860,GRKF,RHOPAL,Greater Koa-Finch,Rhodacanthis palmeri
1861,UAIH,CIRANN,Ula-ai-hawane,Ciridops anna
1862,AKOH,PALDOL,Akohekohe,Palmeria dolei
1863,LAYH,HIMFRA,Laysan Honeycreeper,Himatione fraithii
1864,APAP,HIMSAN,Apapane,Himatione sanguinea
1865,IIWI,DRECOC,Iiwi,Drepanis coccinea
1866,HAMA,DREPAC,Hawaii Mamo,Drepanis pacifica
1867,BLMA,DREFUN,Black Mamo,Drepanis funerea
1868,OU,PSIPSI,Ou,Psittirostra psittacea
1869,LANH,DYSMUN,Lanai Hookbill,Dysmorodrepanis munroi
1870,MAPA,PSEXAN,Maui Parrotbill,Pseudonestor xanthophrys
1871,KANU,HEMHAN,Kauai Nukupuu,Hemignathus hanapepe
1872,OANU,HEMLUC,Oahu Nukupuu,Hemignathus lucidus
1873,MANU,HEMAFF,Maui Nukupuu,Hemignathus affinis
1874,AKIA,HEMWIL,Akiapolaau,Hemignathus wilsoni
1875,LEAK,AKIOBS,Lesser Akialoa,Akialoa obscura
1876,KAAK,AKISTE,Kauai Akialoa,Akialoa stejnegeri
1877,OAKI,AKIELL,Oahu Akialoa,Akialoa ellisiana
1878,MNAK,AKILAN,Maui-nui Akialoa,Akialoa lanaiensis
1879,ANIA,MAGPAR,Anianiau,Magumma parva
1880,HAAM,CHLVIR,Hawaii Amakihi,Chlorodrepanis virens
1881,OAAM,CHDFLA,Oahu Amakihi,Chlorodrepanis flava
1882,KAAM,CHLSTE,Kauai Amakihi,Chlorodrepanis stejnegeri
1883,GRAM,VIRSAG,Greater Amakihi,Viridonia sagittirostris
1884,HCRE,LOXMAN,Hawaii Creeper,Loxops mana
1885,AKEK,LOXCAE,Akekee,Loxops caeruleirostris
1886,OAKE,LOXWOL,Oahu Akepa,Loxops wolstenholmei
1887,MAAK,LOXOCH,Maui Akepa,Loxops ochraceus
1888,HAAK,LOXCOC,Hawaii Akepa,Loxops coccineus
1889,PIGR,PINENU,Pine Grosbeak,Pinicola enucleator
1890,EUBU,PYRPYH,Eurasian Bullfinch,Pyrrhula pyrrhula
1891,ASRF,LEUARC,Asian Rosy-Finch,Leucosticte arctoa
1892,GCRF,LEUTEP,Gray-crowned Rosy-Finch,Leucosticte tephrocotis
1893,BLRF,LEUATT,Black Rosy-Finch,Leucosticte atrata
1894,BCRF,LEUAUS,Brown-capped Rosy-Finch,Leucosticte australis
1895,HOFI,HAEMEX,House Finch,Haemorhous mexicanus
1896,PUFI,HAEPUR,Purple Finch,Haemorhous purpureus
1897,CAFI,HAECAS,Cassin's Finch,Haemorhous cassinii
1898,UHFI,HAESPE,Unidentified Haemorhous Finch,Haemorhous (sp)
1899,ORGR,CHLSIN,Oriental Greenfinch,Chloris sinica
1900,YFCA,CRIMOZ,Yellow-fronted Canary,Crithagra mozambica
1901,REDP,ACAFLA,Redpoll,Acanthis flammea
1902,RECR,LOXCUR,Red Crossbill,Loxia curvirostra
1903,CACR,LOXSIN,Cassia Crossbill,Loxia sinesciuris
1904,HICR,LOXMEG,Hispaniolan Crossbill,Loxia megaplaga
1905,WWCR,LOXLEU,White-winged Crossbill,Loxia leucoptera
1906,EGOL,CARCAU,European Goldfinch,Carduelis carduelis
1907,EUSI,SPISPI,Eurasian Siskin,Spinus spinus
1908,PISI,SPIPIN,Pine Siskin,Spinus pinus
1909,BCSI,SPIATC,Black-capped Siskin,Spinus atriceps
1910,BHSI,SPINOT,Black-headed Siskin,Spinus notatus
1911,YBSI,SPIXAN,Yellow-bellied Siskin,Spinus xanthogastrus
1912,RESI,SPICUC,Red Siskin,Spinus cucullatus
1913,ANSI,SPUDOM,Antillean Siskin,Spinus dominicensis
1914,LEGO,SPIPSA,Lesser Goldfinch,Spinus psaltria
1915,LAGO,SPILAW,Lawrence's Goldfinch,Spinus lawrencei
1916,AGOL,SPITRI,American Goldfinch,Spinus tristis
1917,ISCA,SERCAN,Island Canary,Serinus canaria
1918,ROTT,RHNROS,Rosy Thrush-Tanager,Rhodinocichla rosea
1919,LALO,CALLAP,Lapland Longspur,Calcarius lapponicus
1920,CCLO,CALORN,Chestnut-collared Longspur,Calcarius ornatus
1921,SMLO,CALPIC,Smith's Longspur,Calcarius pictus
1922,TBLO,RHYMCC,Thick-billed Longspur,Rhynchophanes mccownii
1923,SNBU,PLENIV,Snow Bunting,Plectrophenax nivalis
1924,MKBU,PLEHYP,McKay's Bunting,Plectrophenax hyperboreus
1925,PIBU,EMBLEU,Pine Bunting,Emberiza leucocephalos
1926,YBWB,EMBCHR,Yellow-browed Bunting,Emberiza chrysophrys
1927,LIBU,EMBPUS,Little Bunting,Emberiza pusilla
1928,RUBU,EMBRUS,Rustic Bunting,Emberiza rustica
1929,YTBU,EMBELE,Yellow-throated Bunting,Emberiza elegans
1930,YBSB,EMBAUR,Yellow-breasted Bunting,Emberiza aureola
1931,GRBU,EMBVAR,Gray Bunting,Emberiza variabilis
1932,PALB,EMBPAL,Pallas's Bunting,Emberiza pallasi
1933,REBU,EMBSCH,Reed Bunting,Emberiza schoeniclus
1934,YTCH,CHLFLG,Yellow-throated Chlorospingus,Chlorospingus flavigularis
1935,ATCH,CHLCAG,Ashy-throated Chlorospingus,Chlorospingus canigularis
1936,SCCH,CHLPIL,Sooty-capped Chlorospingus,Chlorospingus pileatus
1937,COCL,CHLFLP,Common Chlorospingus,Chlorospingus flavopectus
1938,TACH,CHLTAC,Tacarcuna Chlorospingus,Chlorospingus tacarcunae
1939,PICH,CHLINO,Pirre Chlorospingus,Chlorospingus inornatus
1940,RWSP,PEUCAR,Rufous-winged Sparrow,Peucaea carpalis
1941,CTSP,PEUSUM,Cinnamon-tailed Sparrow,Peucaea sumichrasti
1942,SHSP,PEURUF,Stripe-headed Sparrow,Peucaea ruficauda
1943,BCHS,PEUHUM,Black-chested Sparrow,Peucaea humeralis
1944,BRIS,PEUMYS,Bridled Sparrow,Peucaea mystacalis
1945,BOSP,PEUBOT,Botteri's Sparrow,Peucaea botterii
1946,CASP,PEUCAS,Cassin's Sparrow,Peucaea cassinii
1947,BACS,PEUAES,Bachman's Sparrow,Peucaea aestivalis
1948,GRSP,AMMSAV,Grasshopper Sparrow,Ammodramus savannarum
1949,FGSP,AMMSFL,Florida Grasshopper Sparrow,Ammodramus savannarum floridanus
1950,OLSP,ARRRUF,Olive Sparrow,Arremonops rufivirgatus
1951,GBSP,ARRCHL,Green-backed Sparrow,Arremonops chloronotus
1952,BSTS,ARRCON,Black-striped Sparrow,Arremonops conirostris
1953,FSSP,AMPQUI,Five-striped Sparrow,Amphispizopsis quinquestriata
1954,BTSP,AMPBIL,Black-throated Sparrow,Amphispiza bilineata
1955,LASP,CHOGRA,Lark Sparrow,Chondestes grammacus
1956,LARB,CALMEC,Lark Bunting,Calamospiza melanocorys
1957,CHSP,SPIPAS,Chipping Sparrow,Spizella passerina
1958,CCSP,SPIPAL,Clay-colored Sparrow,Spizella pallida
1959,BCSP,SPIATG,Black-chinned Sparrow,Spizella atrogularis
1960,FISP,SPIPUS,Field Sparrow,Spizella pusilla
1961,BRSP,SPIBRE,Brewer's Sparrow,Spizella breweri
1962,WOSP,SPIWOR,Worthen's Sparrow,Spizella wortheni
1963,CRBR,ARRCOS,Costa Rican Brushfinch,Arremon costaricensis
1964,BHBR,ARRATR,Black-headed Brushfinch,Arremon atricapillus
1965,OBSP,ARRAUR,Orange-billed Sparrow,Arremon aurantiirostris
1966,GSBR,ARRVIR,Green-striped Brushfinch,Arremon virenticeps
1967,CCBR,ARRBRU,Chestnut-capped Brushfinch,Arremon brunneinucha
1968,SFFI,ARRCRA,Sooty-faced Finch,Arremon crassirostris
1969,FOSP,PASILI,Fox Sparrow,Passerella iliaca
1970,ATSP,SPIARB,American Tree Sparrow,Spizelloides arborea
1971,VOJU,JUNVUL,Volcano Junco,Junco vulcani
1972,GUJU,JUNINS,Guadalupe Junco,Junco insularis
1973,DEJU,JUNHYE,Dark-eyed Junco,Junco hyemalis
1974,SCJU,JUNHHY,Slate-colored Junco,Junco hyemalis hyemalis
1975,WWJU,JUNHAI,White-winged Junco,Junco hyemalis aikeni
1976,ORJU,JUNHOR,Oregon Junco,Junco hyemalis oreganus
1977,PSJU,JUNHME,Pink-sided Junco,Junco hyemalis mearnsi
1978,GHJU,JUNHCA,Gray-headed Junco,Junco hyemalis caniceps
1979,RBJU,JUNHDO,Red-backed Junco,Junco hyemalis dorsalis
1980,YEJU,JUNPHA,Yellow-eyed Junco,Junco phaeonotus
1981,BAJU,JUNBAI,Baird's Junco,Junco bairdi
1982,RCOS,ZONCAP,Rufous-collared Sparrow,Zonotrichia capensis
1983,WCSP,ZONLEU,White-crowned Sparrow,Zonotrichia leucophrys
1984,EWCS,ZONLLE,Eastern White-crowned Sparrow,Zonotrichia leucophrys leucophrys
1985,MWCS,ZONLOR,Mountain White-crowned Sparrow,Zonotrichia leucophrys oriantha
1986,GWCS,ZONLGA,Gambel's White-crowned Sparrow,Zonotrichia leucophrys gambelii
1987,PSWS,ZONLPU,Puget Sound White-crowned Sparrow,Zonotrichia leucophrys pugetensis
1988,NWCS,ZONLNU,Nuttall's White-crowned Sparrow,Zonotrichia leucophrys nuttalli
